,Num,CurrentConfirmedCount,ConfirmedCount,CuredCount,DeadCount,DateType,DiffConfirmedCount,Num,CurrentConfirmedCount,ConfirmedCount,CuredCount,DeadCount,DateType,DiffConfirmedCount
35,0.010491367,0.968434,0.87075144,0.20782271,0.456246,0.0,0.101664536,0.009296149,0.9944499,0.86613417,0.18566208,0.43195012,0.0,0.44891167
36,0.009296149,0.94776,0.8811403,0.23225781,0.48140186,0.0,0.2284251,0.010491367,0.968434,0.87075144,0.20782271,0.456246,0.0,0.101664536
37,0.009561753,0.91876096,0.8907596,0.2619379,0.5048377,0.5,0.2115237,0.009296149,0.94776,0.8811403,0.23225781,0.48140186,0.0,0.2284251
38,0.010225764,0.8918258,0.89836174,0.2881379,0.5256934,0.5,0.16722152,0.009561753,0.91876096,0.8907596,0.2619379,0.5048377,0.5,0.2115237
39,0.017264277,0.8614045,0.9009386,0.31080812,0.55815953,0.0,0.05685019,0.010225764,0.8918258,0.89836174,0.2881379,0.5256934,0.5,0.16722152
40,0.021115538,0.8232131,0.906955,0.3437197,0.57321006,0.0,0.13239436,0.017264277,0.8614045,0.9009386,0.31080812,0.55815953,0.0,0.05685019
41,0.030013282,0.78739786,0.91174716,0.3738348,0.58439046,0.0,0.105505764,0.021115538,0.8232131,0.906955,0.3437197,0.57321006,0.0,0.13239436
42,0.028818063,0.7452347,0.91681916,0.40910783,0.5906257,0.0,0.11165173,0.030013282,0.78739786,0.91174716,0.3738348,0.58439046,0.0,0.105505764
43,0.035192564,0.69131243,0.92067856,0.4513162,0.60008603,0.0,0.08501921,0.028818063,0.7452347,0.91681916,0.40910783,0.5906257,0.0,0.11165173
44,0.024302788,0.6460274,0.92571557,0.48855302,0.61019135,0.5,0.11088349,0.035192564,0.69131243,0.92067856,0.4513162,0.60008603,0.0,0.08501921
45,0.029216468,0.60594547,0.93245494,0.52402496,0.6177166,0.5,0.14827144,0.024302788,0.6460274,0.92571557,0.48855302,0.61019135,0.5,0.11088349
46,0.05936255,0.56220406,0.93482184,0.55737156,0.62674695,0.0,0.05224072,0.029216468,0.60594547,0.93245494,0.52402496,0.6177166,0.5,0.14827144
47,0.05790173,0.51894826,0.9363143,0.5895498,0.63384223,0.0,0.03303457,0.05936255,0.56220406,0.93482184,0.55737156,0.62674695,0.0,0.05224072
48,0.06586985,0.47616073,0.9377251,0.6212682,0.6415825,0.0,0.031241998,0.05790173,0.51894826,0.9363143,0.5895498,0.63384223,0.0,0.03303457
49,0.0808765,0.43831626,0.9395557,0.64994156,0.6484627,0.0,0.040460948,0.06586985,0.47616073,0.9377251,0.6212682,0.6415825,0.0,0.031241998
50,0.08857903,0.4116239,0.9413397,0.6706107,0.65469795,0.0,0.03943662,0.0808765,0.43831626,0.9395557,0.64994156,0.6484627,0.0,0.040460948
51,0.067065075,0.38496625,0.9422841,0.6903726,0.66071814,0.5,0.02099872,0.08857903,0.4116239,0.9413397,0.6706107,0.65469795,0.0,0.03943662
52,0.065604255,0.3532442,0.9429021,0.7134157,0.66673833,0.5,0.013828426,0.067065075,0.38496625,0.9422841,0.6903726,0.66071814,0.5,0.02099872
53,0.11248341,0.32899734,0.9433335,0.7309652,0.67168355,0.0,0.009731115,0.065604255,0.3532442,0.9429021,0.7134157,0.66673833,0.5,0.013828426
54,0.12855247,0.3053749,0.9436483,0.74803,0.67512363,0.0,0.007170295,0.11248341,0.32899734,0.9433335,0.7309652,0.67168355,0.0,0.009731115
55,0.12788846,0.2801221,0.9440797,0.76631284,0.6798538,0.0,0.009731115,0.12855247,0.3053749,0.9436483,0.74803,0.67512363,0.0,0.007170295
56,0.15989377,0.25835544,0.94421965,0.7819235,0.6822189,0.0,0.0033290656,0.12788846,0.2801221,0.9440797,0.76631284,0.6798538,0.0,0.009731115
57,0.15524569,0.2358777,0.94438285,0.79810584,0.683939,0.0,0.0038412295,0.15989377,0.25835544,0.94421965,0.7819235,0.6822189,0.0,0.0033290656
58,0.13413015,0.21090241,0.9447793,0.81626433,0.6867341,0.5,0.008962869,0.15524569,0.2358777,0.94438285,0.79810584,0.683939,0.0,0.0038412295
59,0.12297478,0.18767886,0.9451641,0.83319247,0.68888414,0.5,0.008706787,0.13413015,0.21090241,0.9447793,0.81626433,0.6867341,0.5,0.008962869
60,0.22868527,0.17258961,0.9455955,0.8442914,0.69189423,0.0,0.009731115,0.12297478,0.18767886,0.9451641,0.83319247,0.68888414,0.5,0.008706787
61,0.25405046,0.15755242,0.94601524,0.85535306,0.69468933,0.0,0.009475033,0.22868527,0.17258961,0.9455955,0.8442914,0.69189423,0.0,0.009731115
62,0.27184597,0.14192553,0.9467964,0.86724746,0.6970544,0.0,0.017413573,0.25405046,0.15755242,0.94601524,0.85535306,0.69468933,0.0,0.009475033
63,0.2822045,0.1292471,0.9475077,0.8769917,0.69877446,0.0,0.015877081,0.27184597,0.14192553,0.9467964,0.86724746,0.6970544,0.0,0.017413573
64,0.30424967,0.11859791,0.9489302,0.88607717,0.6998495,0.0,0.03149808,0.2822045,0.1292471,0.9475077,0.8769917,0.69877446,0.0,0.015877081
65,0.2370518,0.10945765,0.9497697,0.89344746,0.70113957,0.5,0.018693984,0.30424967,0.11859791,0.9489302,0.88607717,0.6998495,0.0,0.03149808
66,0.2180611,0.10248539,0.9510406,0.89972407,0.7024296,0.5,0.028169015,0.2370518,0.10945765,0.9497697,0.89344746,0.70113957,0.5,0.018693984
67,0.3442231,0.09655376,0.9524981,0.9054165,0.70436466,0.0,0.032266326,0.2180611,0.10248539,0.9510406,0.89972407,0.7024296,0.5,0.028169015
68,0.36613548,0.09053541,0.95383894,0.9110716,0.70586973,0.0,0.029705508,0.3442231,0.09655376,0.9524981,0.9054165,0.70436466,0.0,0.032266326
69,0.32098275,0.08347642,0.95488834,0.917199,0.70672977,0.0,0.023303458,0.36613548,0.09053541,0.95383894,0.9110716,0.70586973,0.0,0.029705508
70,0.37184596,0.07868949,0.9564974,0.92227,0.7080198,0.0,0.03559539,0.32098275,0.08347642,0.95488834,0.917199,0.70672977,0.0,0.023303458
71,0.38579017,0.07150909,0.9580131,0.92896914,0.7090948,0.0,0.033546735,0.37184596,0.07868949,0.9564974,0.92227,0.7080198,0.0,0.03559539
72,0.28446215,0.066895604,0.959389,0.9337045,0.70973986,0.5,0.030473752,0.38579017,0.07150909,0.9580131,0.92896914,0.7090948,0.0,0.033546735
73,0.28326693,0.06085991,0.9610097,0.93969524,0.7108149,0.5,0.03585147,0.28446215,0.066895604,0.959389,0.9337045,0.70973986,0.5,0.030473752
74,0.42881808,0.056125015,0.9619891,0.9440453,0.71231997,0.0,0.021766966,0.28326693,0.06085991,0.9610097,0.93969524,0.7108149,0.5,0.03585147
75,0.4434263,0.05286435,0.9631085,0.9475627,0.71253496,0.0,0.02483995,0.42881808,0.056125015,0.9619891,0.9440453,0.71231997,0.0,0.021766966
76,0.4430279,0.050852455,0.9641578,0.950036,0.71404,0.0,0.023303458,0.4434263,0.05286435,0.9631085,0.9475627,0.71253496,0.0,0.02483995
77,0.45099604,0.04917009,0.96510226,0.95217377,0.71533006,0.0,0.02099872,0.4430279,0.050852455,0.9641578,0.950036,0.71404,0.0,0.023303458
78,0.46826032,0.04710616,0.96609336,0.9546595,0.7161901,0.0,0.022023048,0.45099604,0.04917009,0.96510226,0.95217377,0.71533006,0.0,0.02099872
79,0.31381142,0.044539258,0.9665831,0.9569713,0.71705014,1.0,0.011011524,0.46826032,0.04710616,0.96609336,0.9546595,0.7161901,0.0,0.022023048
80,0.2816733,0.0411225,0.96736425,0.9602152,0.7176951,1.0,0.017413573,0.31381142,0.044539258,0.9665831,0.9569713,0.71705014,1.0,0.011011524
81,0.37237716,0.040446084,0.96821547,0.9615824,0.71812516,1.0,0.018950066,0.2816733,0.0411225,0.96736425,0.9602152,0.7176951,1.0,0.017413573
82,0.53678626,0.03968295,0.9688684,0.9628253,0.71812516,0.0,0.014596672,0.37237716,0.040446084,0.96821547,0.9615824,0.71812516,1.0,0.018950066
83,0.52443564,0.038503565,0.9699644,0.9648139,0.71855515,0.0,0.024327787,0.53678626,0.03968295,0.9688684,0.9628253,0.71812516,0.0,0.014596672
84,0.5310757,0.03770574,0.9708389,0.9662929,0.7189852,0.0,0.019462228,0.52443564,0.038503565,0.9699644,0.9648139,0.71855515,0.0,0.024327787
85,0.5468792,0.036352914,0.9715385,0.96798325,0.7194152,0.0,0.015620999,0.5310757,0.03770574,0.9708389,0.9662929,0.7189852,0.0,0.019462228
86,0.43386456,0.035988692,0.9724246,0.96915156,0.7200602,0.5,0.01971831,0.5468792,0.036352914,0.9715385,0.96798325,0.7194152,0.0,0.015620999
87,0.44701198,0.036578387,0.9738588,0.97025776,0.7200602,0.5,0.031754162,0.43386456,0.035988692,0.9724246,0.96915156,0.7200602,0.5,0.01971831
88,0.5899071,0.036561042,0.9748382,0.97128934,0.7204902,0.0,0.021766966,0.44701198,0.036578387,0.9738588,0.97025776,0.7200602,0.5,0.031754162
89,0.5856574,0.035121493,0.9759225,0.9734768,0.7204902,0.0,0.024071705,0.5899071,0.036561042,0.9748382,0.97128934,0.7204902,0.0,0.021766966
90,0.57450205,0.034080856,0.9765288,0.97485644,0.7207053,0.0,0.013572344,0.5856574,0.035121493,0.9759225,0.9734768,0.7204902,0.0,0.024071705
91,0.5780877,0.032797404,0.9770769,0.9763603,0.7207053,0.0,0.012291934,0.57450205,0.034080856,0.9765288,0.97485644,0.7207053,0.0,0.013572344
92,0.5974768,0.03114973,0.9812394,0.96594495,0.99806494,0.0,0.091677345,0.5780877,0.032797404,0.9770769,0.9763603,0.7207053,0.0,0.012291934
93,0.437583,0.030386597,0.9815892,0.96686465,0.99806494,0.5,0.007938541,0.5974768,0.03114973,0.9812394,0.96594495,0.99806494,0.0,0.091677345
94,0.43373176,0.029554086,0.9820439,0.967946,0.99806494,0.5,0.010243278,0.437583,0.030386597,0.9815892,0.96686465,0.99806494,0.5,0.007938541
95,0.59442234,0.02860017,0.9822072,0.9688036,0.99806494,0.0,0.0038412295,0.43373176,0.029554086,0.9820439,0.967946,0.99806494,0.5,0.010243278
96,0.55219126,0.028097196,0.9826619,0.9696487,0.99806494,0.0,0.010243278,0.59442234,0.02860017,0.9822072,0.9688036,0.99806494,0.0,0.0038412295
97,0.55059767,0.027004527,0.98284847,0.9706306,0.99806494,0.0,0.0043533933,0.55219126,0.028097196,0.9826619,0.9696487,0.99806494,0.0,0.010243278
98,0.55763614,0.025547635,0.9829767,0.97181135,0.99806494,0.0,0.0030729836,0.55059767,0.027004527,0.98284847,0.9706306,0.99806494,0.0,0.0043533933
99,0.6406375,0.023986679,0.98306996,0.9730294,0.99806494,0.0,0.0023047377,0.55763614,0.025547635,0.9829767,0.97181135,0.99806494,0.0,0.0030729836
100,0.4881806,0.022304317,0.9832682,0.97444624,0.99806494,0.5,0.0046094754,0.6406375,0.023986679,0.98306996,0.9730294,0.99806494,0.0,0.0023047377
101,0.61088985,0.021281024,0.9833615,0.975279,0.99806494,0.5,0.0023047377,0.4881806,0.022304317,0.9832682,0.97444624,0.99806494,0.5,0.0046094754
102,0.6547145,0.01911303,0.9833965,0.9768575,0.99828,0.0,0.0010243278,0.61088985,0.021281024,0.9833615,0.975279,0.99806494,0.5,0.0023047377
103,0.66215146,0.017586762,0.9836996,0.97827435,0.99828,0.0,0.006914213,0.6547145,0.01911303,0.9833965,0.9768575,0.99828,0.0,0.0010243278
104,0.6459496,0.016650189,0.9837229,0.97897035,0.99828,0.0,0.0007682459,0.66215146,0.017586762,0.9836996,0.97827435,0.99828,0.0,0.006914213
105,0.73638785,0.015869712,0.9837696,0.9795794,0.99828,0.0,0.0012804097,0.6459496,0.016650189,0.9837229,0.97897035,0.99828,0.0,0.0007682459
106,0.58897746,0.014794387,0.9839328,0.98052394,0.99828,1.0,0.0038412295,0.73638785,0.015869712,0.9837696,0.9795794,0.99828,0.0,0.0012804097
107,0.5972112,0.0145342285,0.98397946,0.9807601,0.99828,1.0,0.0012804097,0.58897746,0.014794387,0.9839328,0.98052394,0.99828,1.0,0.0038412295
108,0.582603,0.013614999,0.98400277,0.9814437,0.99828,1.0,0.0007682459,0.5972112,0.0145342285,0.98397946,0.9807601,0.99828,1.0,0.0012804097
109,0.5491368,0.01243561,0.98411936,0.9824132,0.99828,1.0,0.0028169015,0.582603,0.013614999,0.98400277,0.9814437,0.99828,1.0,0.0007682459
110,0.547012,0.01005949,0.98413104,0.98412836,0.99828,1.0,0.0005121639,0.5491368,0.01243561,0.98411936,0.9824132,0.99828,1.0,0.0028169015
111,0.6921647,0.009192293,0.984166,0.98478705,0.99828,0.0,0.0010243278,0.547012,0.01005949,0.98413104,0.98412836,0.99828,1.0,0.0005121639
112,0.70464814,0.008325094,0.9842476,0.9854955,0.99828,0.0,0.0020486556,0.6921647,0.009192293,0.984166,0.98478705,0.99828,0.0,0.0010243278
113,0.72085,0.007371178,0.98427093,0.98620397,0.99828,0.0,0.0007682459,0.70464814,0.008325094,0.9842476,0.9854955,0.99828,0.0,0.0020486556
114,0.74156713,0.006174445,0.98427093,0.98706156,0.99828,0.5,0.00025608196,0.72085,0.007371178,0.98427093,0.98620397,0.99828,0.0,0.0007682459
115,0.54223114,0.0048909932,0.9844925,0.9882174,0.99828,0.5,0.005121639,0.74156713,0.006174445,0.98427093,0.98706156,0.99828,0.5,0.00025608196
116,0.7150067,0.004630834,0.98466736,0.98857784,0.998495,0.0,0.0040973113,0.54223114,0.0048909932,0.9844925,0.9882174,0.99828,0.5,0.005121639
117,0.7350598,0.0039370763,0.98467904,0.98908746,0.998495,0.0,0.0005121639,0.7150067,0.004630834,0.98466736,0.98857784,0.998495,0.0,0.0040973113
118,0.75099605,0.0034687896,0.98479563,0.9895473,0.998495,0.0,0.0028169015,0.7350598,0.0039370763,0.98467904,0.98908746,0.998495,0.0,0.0005121639
119,0.73054457,0.0032259743,0.98484224,0.989771,0.998495,0.0,0.0012804097,0.75099605,0.0034687896,0.98479563,0.9895473,0.998495,0.0,0.0028169015
120,0.82563084,0.0028964393,0.9849122,0.9900817,0.998495,0.0,0.0017925737,0.73054457,0.0032259743,0.98484224,0.989771,0.998495,0.0,0.0012804097
121,0.6422311,0.0028617512,0.9849938,0.9901936,0.998495,0.5,0.0020486556,0.82563084,0.0028964393,0.9849122,0.9900817,0.998495,0.0,0.0017925737
122,0.6092962,0.00263628,0.9850988,0.9904546,0.99871,0.5,0.0025608197,0.6422311,0.0028617512,0.9849938,0.9901936,0.998495,0.5,0.0020486556
123,0.7778221,0.0024975284,0.9851804,0.99064106,0.99871,0.0,0.0020486556,0.6092962,0.00263628,0.9850988,0.9904546,0.99871,0.5,0.0025608197
124,0.7580346,0.0025148725,0.98528534,0.9907405,0.99871,0.0,0.0025608197,0.7778221,0.0024975284,0.9851804,0.99064106,0.99871,0.0,0.0020486556
125,0.8150067,0.0024454966,0.9853203,0.9908275,0.99871,0.0,0.0010243278,0.7580346,0.0025148725,0.98528534,0.9907405,0.99871,0.0,0.0025608197
126,0.7589642,0.0024801844,0.9854369,0.9909269,0.99871,0.0,0.0028169015,0.8150067,0.0024454966,0.9853203,0.9908275,0.99871,0.0,0.0010243278
127,0.8216468,0.0024454966,0.9855069,0.99102634,0.99871,0.0,0.0017925737,0.7589642,0.0024801844,0.9854369,0.9909269,0.99871,0.0,0.0028169015
128,0.6371846,0.0023761208,0.9855069,0.99107605,0.99871,0.5,0.00025608196,0.8216468,0.0024454966,0.9855069,0.99102634,0.99871,0.0,0.0017925737
129,0.5861886,0.002272057,0.9855419,0.99118793,0.99871,0.5,0.0010243278,0.6371846,0.0023761208,0.9855069,0.99107605,0.99871,0.5,0.00025608196
130,0.7833998,0.0022373693,0.9856701,0.9913495,0.99871,0.0,0.0030729836,0.5861886,0.002272057,0.9855419,0.99118793,0.99871,0.5,0.0010243278
131,0.79163355,0.0021853375,0.98575175,0.9914738,0.99871,0.0,0.0020486556,0.7833998,0.0022373693,0.9856701,0.9913495,0.99871,0.0,0.0030729836
132,0.79681283,0.0020812736,0.98577505,0.9915732,0.99871,0.0,0.0007682459,0.79163355,0.0021853375,0.98575175,0.9914738,0.99871,0.0,0.0020486556
133,0.7988048,0.0019251782,0.98579836,0.99170995,0.99871,0.0,0.0007682459,0.79681283,0.0020812736,0.98577505,0.9915732,0.99871,0.0,0.0007682459
134,0.8771581,0.002011898,0.9859616,0.99182177,0.99871,0.0,0.0038412295,0.7988048,0.0019251782,0.98579836,0.99170995,0.99871,0.0,0.0007682459
135,0.6836654,0.0020639298,0.9860549,0.99188393,0.99871,0.5,0.0023047377,0.8771581,0.002011898,0.9859616,0.99182177,0.99871,0.0,0.0038412295
136,0.6217796,0.0020292418,0.9860899,0.9919461,0.99871,0.5,0.0010243278,0.6836654,0.0020639298,0.9860549,0.99188393,0.99871,0.5,0.0023047377
137,0.8905711,0.0021853375,0.98633474,0.99209523,0.99871,0.0,0.005633803,0.6217796,0.0020292418,0.9860899,0.9919461,0.99871,0.5,0.0010243278
138,0.7482072,0.0022894011,0.9864513,0.99214494,0.99871,0.0,0.0028169015,0.8905711,0.0021853375,0.98633474,0.99209523,0.99871,0.0,0.005633803
139,0.83691907,0.002254713,0.98643965,0.99215734,0.99871,0.0,0.0,0.7482072,0.0022894011,0.9864513,0.99214494,0.99871,0.0,0.0028169015
140,0.83824706,0.0022200253,0.98652124,0.9922692,0.99871,0.0,0.0020486556,0.83691907,0.002254713,0.98643965,0.99215734,0.99871,0.0,0.0
141,0.8262949,0.0021506494,0.9866145,0.99241835,0.99871,0.0,0.0023047377,0.83824706,0.0022200253,0.98652124,0.9922692,0.99871,0.0,0.0020486556
142,0.74993366,0.0022200253,0.9866962,0.99245566,0.99871,0.5,0.0020486556,0.8262949,0.0021506494,0.9866145,0.99241835,0.99871,0.0,0.0023047377
143,0.59760964,0.0022200253,0.9867661,0.9925302,0.99871,0.5,0.0017925737,0.74993366,0.0022200253,0.9866962,0.99245566,0.99871,0.5,0.0020486556
144,0.8276229,0.0021853375,0.98682445,0.99261725,0.99871,0.0,0.0015364917,0.59760964,0.0022200253,0.9867661,0.9925302,0.99871,0.5,0.0017925737
145,0.8414343,0.0020292418,0.9868594,0.9927664,0.99871,0.0,0.0010243278,0.8276229,0.0021853375,0.98682445,0.99261725,0.99871,0.0,0.0015364917
146,0.82337326,0.0019598661,0.98689437,0.9928534,0.99871,0.0,0.0010243278,0.8414343,0.0020292418,0.9868594,0.9927664,0.99871,0.0,0.0010243278
147,0.8824702,0.0020639298,0.98702264,0.9929155,0.99871,0.0,0.0030729836,0.82337326,0.0019598661,0.98689437,0.9928534,0.99871,0.0,0.0010243278
148,0.9057106,0.0020292418,0.9871392,0.9930647,0.99871,0.0,0.0028169015,0.8824702,0.0020639298,0.98702264,0.9929155,0.99871,0.0,0.0030729836
149,0.7301461,0.0021333057,0.9872558,0.9931144,0.99871,0.5,0.0028169015,0.9057106,0.0020292418,0.9871392,0.9930647,0.99871,0.0,0.0028169015
150,0.7078354,0.003260662,0.98803705,0.99313927,0.99871,0.5,0.017413573,0.7301461,0.0021333057,0.9872558,0.9931144,0.99871,0.5,0.0028169015
151,0.88911027,0.0038850443,0.98856175,0.9932511,0.99871,0.0,0.01177977,0.7078354,0.003260662,0.98803705,0.99313927,0.99871,0.5,0.017413573
152,0.82948214,0.0044053625,0.9890165,0.99336296,0.99871,0.0,0.010243278,0.88911027,0.0038850443,0.98856175,0.9932511,0.99871,0.0,0.01177977
153,0.8219124,0.00527256,0.9896694,0.9934375,0.99871,0.0,0.014596672,0.82948214,0.0044053625,0.9890165,0.99336296,0.99871,0.0,0.010243278
154,0.8532537,0.005515375,0.9900075,0.993624,0.99871,0.0,0.007682459,0.8219124,0.00527256,0.9896694,0.9934375,0.99871,0.0,0.014596672
155,0.9223108,0.00601835,0.99041563,0.99369854,0.99871,0.0,0.009218951,0.8532537,0.005515375,0.9900075,0.993624,0.99871,0.0,0.007682459
156,0.71221787,0.006226477,0.9907421,0.993885,0.998925,0.5,0.007426377,0.9223108,0.00601835,0.99041563,0.99369854,0.99871,0.0,0.009218951
157,0.671182,0.0067294515,0.9911036,0.99390984,0.998925,0.5,0.008194623,0.71221787,0.006226477,0.9907421,0.993885,0.998925,0.5,0.007426377
158,0.832935,0.007631337,0.9917332,0.9939347,0.998925,0.0,0.014084508,0.671182,0.0067294515,0.9911036,0.99390984,0.998925,0.5,0.008194623
159,0.8513945,0.007839465,0.99208295,0.994146,0.99914,0.0,0.007938541,0.832935,0.007631337,0.9917332,0.9939347,0.998925,0.0,0.014084508
160,1.0000001,0.008030248,0.9922929,0.994233,0.99914,0.0,0.0048655574,0.8513945,0.007839465,0.99208295,0.994146,0.99914,0.0,0.007938541
161,0.70531213,0.008203687,0.99246776,0.9942951,0.99914,1.0,0.0040973113,1.0000001,0.008030248,0.9922929,0.994233,0.99914,0.0,0.0048655574
162,0.65351933,0.008515879,0.9928409,0.9944567,0.999355,1.0,0.008450705,0.70531213,0.008203687,0.99246776,0.9942951,0.99914,1.0,0.0040973113
163,0.619522,0.008776037,0.99309736,0.99454373,0.999355,1.0,0.005889885,0.65351933,0.008515879,0.9928409,0.9944567,0.999355,1.0,0.008450705
164,0.8764941,0.008810725,0.9933189,0.99475497,0.999355,0.5,0.005121639,0.619522,0.008776037,0.99309736,0.99454373,0.999355,1.0,0.005889885
165,0.89243037,0.008862757,0.9934588,0.99486685,0.999355,0.0,0.0033290656,0.8764941,0.008810725,0.9933189,0.99475497,0.999355,0.5,0.005121639
166,0.8499337,0.0091229165,0.99375033,0.9949911,0.999355,0.0,0.006658131,0.89243037,0.008862757,0.9934588,0.99486685,0.999355,0.0,0.0033290656
167,0.43187252,0.009157605,0.9941118,0.99535155,0.999355,0.0,0.008194623,0.8499337,0.0091229165,0.99375033,0.9949911,0.999355,0.0,0.006658131
168,0.6723772,0.009331044,0.99426335,0.99538887,0.999355,0.0,0.0035851474,0.43187252,0.009157605,0.9941118,0.99535155,0.999355,0.0,0.008194623
169,0.77251,0.009174949,0.9943916,0.9956374,0.999355,0.0,0.0030729836,0.6723772,0.009331044,0.99426335,0.99538887,0.999355,0.0,0.0035851474
